loan_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,pub_rec_bankruptcies,year,is_default,outstanding_principal,net_credit_loss,risk_segment,risk_adjusted_revenue,income_group,dti_group
15475, 60 months,24.5,449.69,F,F3,RENT,50000.0,2015-03-01,Fully Paid,debt_consolidation,OR,38.19,3.0,1.0,22802.6258512312,15475.0,7327.63,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,7327.63,40k-80k,30-40
15000, 36 months,7.62,467.43,A,A3,MORTGAGE,87000.0,2013-04-01,Fully Paid,debt_consolidation,WY,29.45,0.0,0.0,15983.676399454398,15000.0,983.68,0.0,0.0,0.0,2013,0,0.0,0.0,Low Risk,983.68,80k-120k,20-30
20000, 36 months,10.99,654.68,B,B4,MORTGAGE,61000.0,2016-08-01,Fully Paid,credit_card,TX,28.62,0.0,1.0,21284.3427292919,20000.0,1284.34,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,1284.34,40k-80k,20-30
21000, 60 months,13.99,488.53,C,C4,MORTGAGE,75000.0,2015-10-01,Current,debt_consolidation,MI,30.81,0.0,0.0,19500.4,12330.06,7170.34,0.0,0.0,0.0,2015,0,8669.94,0.0,Medium Risk,7170.34,40k-80k,30-40
7200, 36 months,11.44,237.23,B,B4,OWN,48000.0,2017-04-01,Current,debt_consolidation,OH,25.25,0.0,1.0,5214.48,4104.95,1109.53,0.0,0.0,2.0,2017,0,3095.05,0.0,Medium Risk,1109.53,40k-80k,20-30
12000, 36 months,8.18,377.04,B,B1,MORTGAGE,181000.0,2015-11-01,Fully Paid,debt_consolidation,WI,4.69,2.0,0.0,13602.3069448894,12000.0,1602.31,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,1602.31,120k-200k,0-10
30000, 36 months,11.49,989.14,B,B5,OWN,124000.0,2015-11-01,Fully Paid,home_improvement,DE,14.4,0.0,0.0,35056.568164349,30000.0,5056.57,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,5056.57,120k-200k,10-20
25000, 60 months,14.49,588.08,C,C4,MORTGAGE,60000.0,2016-07-01,Charged Off,credit_card,FL,17.93,0.0,0.0,10027.58,3410.5,3676.07,0.0,2941.01,0.0,2016,1,21589.5,18648.489999999998,Medium Risk,-14972.419999999998,40k-80k,10-20
20000, 60 months,14.99,475.7,C,C4,MORTGAGE,69800.0,2016-11-01,Current,credit_card,NM,20.03,1.0,1.0,12916.69,7200.01,5716.68,0.0,0.0,0.0,2016,0,12799.99,0.0,High Risk,5716.68,40k-80k,20-30
19875, 60 months,16.49,488.52,D,D3,RENT,140000.0,2015-01-01,Fully Paid,debt_consolidation,MD,6.24,0.0,0.0,22706.55,19875.0,2831.55,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,2831.55,120k-200k,0-10
5600, 36 months,13.35,189.64,C,C2,MORTGAGE,59000.0,2014-10-01,Fully Paid,credit_card,CA,16.9,2.0,1.0,6752.2180255969,5600.0,1152.22,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1152.22,40k-80k,10-20
16000, 36 months,15.61,559.44,D,D1,OWN,199000.0,2015-08-01,Charged Off,debt_consolidation,VA,15.32,2.0,2.0,15574.02,11514.74,4031.31,27.97,0.0,0.0,2015,1,4485.26,4485.26,High Risk,-453.9500000000003,120k-200k,10-20
12475, 36 months,17.86,450.13,D,D5,OWN,43500.0,2015-01-01,Fully Paid,debt_consolidation,FL,33.88,0.0,1.0,16229.8462864811,12475.0,3754.85,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,3754.85,40k-80k,30-40
16000, 36 months,7.9,500.65,A,A4,MORTGAGE,75000.0,2014-04-01,Fully Paid,debt_consolidation,TN,16.78,0.0,0.0,17608.74,16000.0,1608.74,0.0,0.0,0.0,2014,0,0.0,0.0,Low Risk,1608.74,40k-80k,10-20
8800, 36 months,16.29,310.65,D,D1,OWN,24500.0,2016-03-01,Current,debt_consolidation,IN,34.2,0.0,1.0,10864.79,8493.82,2370.97,0.0,0.0,0.0,2016,0,306.1800000000003,0.0,High Risk,2370.97,<40k,30-40
20000, 60 months,10.99,434.75,B,B3,OWN,80000.0,2014-07-01,Fully Paid,debt_consolidation,FL,21.98,0.0,0.0,22656.37,20000.0,2656.37,0.0,0.0,0.0,2014,0,0.0,0.0,Low Risk,2656.37,40k-80k,20-30
5450, 36 months,12.29,181.78,C,C1,RENT,50000.0,2015-05-01,Fully Paid,debt_consolidation,TX,18.06,0.0,1.0,6090.8100008901,5450.0,640.81,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,640.81,40k-80k,10-20
36000, 60 months,9.44,755.02,B,B1,MORTGAGE,43000.0,2017-12-01,Current,home_improvement,NY,12.25,0.0,0.0,10532.52,6954.1,3578.42,0.0,0.0,0.0,2017,0,29045.9,0.0,Low Risk,3578.42,40k-80k,10-20
5175, 36 months,19.99,192.3,D,D5,MORTGAGE,65000.0,2016-05-01,Charged Off,debt_consolidation,NV,11.93,0.0,0.0,1934.66,780.81,580.59,0.0,573.26,1.0,2016,1,4394.1900000000005,3820.9300000000003,High Risk,-3240.34,40k-80k,10-20
5000, 36 months,20.75,187.74,E,E2,RENT,42000.0,2016-03-01,Charged Off,debt_consolidation,WA,28.29,0.0,1.0,739.43,415.76,323.67,0.0,0.0,0.0,2016,1,4584.24,4584.24,High Risk,-4260.57,40k-80k,20-30
7200, 36 months,11.49,237.4,B,B5,MORTGAGE,100000.0,2016-12-01,Current,debt_consolidation,CO,13.75,0.0,1.0,6175.03,4946.66,1228.37,0.0,0.0,0.0,2016,0,2253.34,0.0,Medium Risk,1228.37,80k-120k,10-20
20000, 36 months,10.99,654.68,B,B4,RENT,190000.0,2015-08-01,Fully Paid,major_purchase,CA,13.41,0.0,0.0,22045.33,20000.0,2045.33,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,2045.33,120k-200k,10-20
16000, 60 months,11.53,352.13,B,B5,MORTGAGE,58000.0,2015-10-01,Fully Paid,debt_consolidation,TX,26.59,0.0,1.0,19436.161171217,16000.0,3436.16,0.0,0.0,1.0,2015,0,0.0,0.0,Medium Risk,3436.16,40k-80k,20-30
12000, 36 months,18.24,435.28,D,D5,MORTGAGE,63967.33,2014-07-01,Fully Paid,other,AK,22.58,1.0,1.0,15669.8362198551,12000.0,3669.84,0.0,0.0,0.0,2014,0,0.0,0.0,High Risk,3669.84,40k-80k,20-30
28225, 36 months,24.11,1108.98,F,F2,MORTGAGE,100000.0,2016-03-01,Charged Off,debt_consolidation,MT,23.04,7.0,4.0,9492.01,3419.1,3456.52,0.0,2616.39,0.0,2016,1,24805.9,22189.510000000002,High Risk,-18732.99,80k-120k,20-30
20000, 36 months,9.93,644.69,B,B2,OWN,59477.0,2017-10-01,Fully Paid,debt_consolidation,CA,12.33,0.0,0.0,22133.9217304259,20000.0,2133.92,0.0,0.0,1.0,2017,0,0.0,0.0,Low Risk,2133.92,40k-80k,10-20
8000, 36 months,8.24,251.58,B,B1,MORTGAGE,45492.0,2017-03-01,Current,debt_consolidation,IL,6.96,1.0,1.0,5782.68,4881.5,901.18,0.0,0.0,0.0,2017,0,3118.5,0.0,Low Risk,901.18,40k-80k,0-10
22000, 36 months,10.75,717.65,B,B4,MORTGAGE,65000.0,2016-02-01,Fully Paid,home_improvement,NH,8.84,0.0,0.0,25582.8007370396,22000.0,3582.8,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,3582.8,40k-80k,0-10
22000, 36 months,17.09,785.35,D,D1,MORTGAGE,115000.0,2017-11-01,Fully Paid,credit_card,MI,10.76,2.0,0.0,24999.9504434689,22000.0,2999.95,0.0,0.0,0.0,2017,0,0.0,0.0,High Risk,2999.95,80k-120k,10-20
10200, 60 months,13.99,237.29,C,C3,RENT,73000.0,2016-07-01,Current,credit_card,AL,13.78,0.0,1.0,7348.06,4389.96,2958.1,0.0,0.0,0.0,2016,0,5810.04,0.0,Medium Risk,2958.1,40k-80k,10-20
35000, 60 months,23.99,1006.68,F,F3,RENT,125000.0,2015-10-01,Current,debt_consolidation,MA,26.42,1.0,0.0,40173.91,18538.35,21635.56,0.0,0.0,0.0,2015,0,16461.65,0.0,High Risk,21635.56,120k-200k,20-30
10000, 36 months,7.99,313.32,A,A4,MORTGAGE,56000.0,2016-07-01,Fully Paid,debt_consolidation,TN,10.03,0.0,0.0,10481.1591449577,10000.0,481.16,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,481.16,40k-80k,10-20
28000, 36 months,7.49,870.85,A,A4,RENT,160000.0,2016-01-01,Fully Paid,debt_consolidation,WA,19.96,1.0,0.0,31327.119753871,28000.0,3327.12,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,3327.12,120k-200k,10-20
19200, 36 months,6.03,584.37,A,A1,MORTGAGE,75000.0,2013-07-01,Fully Paid,debt_consolidation,WA,9.28,0.0,1.0,21012.9799911114,19200.0,1812.98,0.0,0.0,0.0,2013,0,0.0,0.0,Low Risk,1812.98,40k-80k,0-10
12000, 60 months,15.05,285.8,C,C4,MORTGAGE,89000.0,2017-08-01,Current,credit_card,NJ,21.57,0.0,0.0,5134.37,2713.24,2421.13,0.0,0.0,0.0,2017,0,9286.76,0.0,High Risk,2421.13,80k-120k,20-30
12000, 60 months,9.17,250.1,B,B2,OWN,58900.0,2015-04-01,Fully Paid,debt_consolidation,NC,17.87,0.0,0.0,12847.25,12000.0,847.25,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,847.25,40k-80k,10-20
28000, 36 months,13.98,956.71,C,C1,MORTGAGE,113774.0,2014-01-01,Fully Paid,house,NY,12.77,0.0,1.0,29845.3,28000.0,1845.3,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1845.3,80k-120k,10-20
15000, 36 months,16.99,534.72,D,D1,MORTGAGE,84998.4,2016-08-01,Fully Paid,debt_consolidation,FL,32.25,1.0,3.0,18212.119231201,15000.0,3212.12,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,3212.12,80k-120k,30-40
14775, 36 months,14.33,507.35,C,C5,OWN,43472.0,2015-11-01,Fully Paid,debt_consolidation,CA,12.59,0.0,1.0,17680.2661158096,14775.0,2905.27,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,2905.27,40k-80k,10-20
6000, 36 months,8.38,189.08,B,B1,OWN,85000.0,2015-12-01,Fully Paid,credit_card,CA,16.15,0.0,0.0,6803.7547474473,6000.0,803.75,0.0,0.0,1.0,2015,0,0.0,0.0,Low Risk,803.75,80k-120k,10-20
15600, 60 months,16.55,383.94,D,D2,RENT,78635.0,2015-08-01,Current,debt_consolidation,RI,37.11,1.0,2.0,16060.98,9496.13,6545.65,19.2,0.0,0.0,2015,0,6103.870000000001,0.0,High Risk,6545.65,40k-80k,30-40
40000, 60 months,9.44,838.91,B,B1,MORTGAGE,53000.0,2017-09-01,Current,credit_card,ME,38.99,0.0,1.0,14240.49,9495.69,4744.8,0.0,0.0,0.0,2017,0,30504.309999999998,0.0,Low Risk,4744.8,40k-80k,30-40
15000, 36 months,12.12,499.08,B,B3,MORTGAGE,64000.0,2013-01-01,Fully Paid,debt_consolidation,FL,22.67,0.0,0.0,17966.6555913925,15000.0,2966.66,0.0,0.0,0.0,2013,0,0.0,0.0,Medium Risk,2966.66,40k-80k,20-30
26400, 60 months,14.08,615.38,C,C3,MORTGAGE,72000.0,2017-09-01,Fully Paid,debt_consolidation,CA,32.72,0.0,0.0,30187.6807211976,26400.0,3787.68,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,3787.68,40k-80k,30-40
27300, 60 months,19.05,708.93,D,D4,MORTGAGE,62000.0,2013-04-01,Fully Paid,debt_consolidation,TX,20.61,0.0,0.0,33668.3195132744,27300.0,6368.32,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,6368.32,40k-80k,20-30
8000, 36 months,12.49,267.6,B,B4,RENT,40000.0,2014-02-01,Fully Paid,credit_card,VA,17.31,0.0,0.0,8083.27,8000.0,83.27,0.0,0.0,1.0,2014,0,0.0,0.0,Medium Risk,83.27,<40k,10-20
12925, 36 months,17.99,467.21,D,D2,MORTGAGE,80000.0,2017-01-01,Fully Paid,debt_consolidation,TX,18.56,4.0,2.0,15131.7919373503,12925.0,2206.79,0.0,0.0,0.0,2017,0,0.0,0.0,High Risk,2206.79,40k-80k,10-20
10000, 60 months,13.59,230.57,C,C2,RENT,90000.0,2017-11-01,Fully Paid,debt_consolidation,CA,12.77,0.0,1.0,10313.27716238,10000.0,313.28,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,313.28,80k-120k,10-20
40000, 60 months,13.99,930.53,C,C3,RENT,145000.0,2017-03-01,Current,debt_consolidation,TX,18.83,0.0,0.0,21371.1,12164.25,9206.85,0.0,0.0,0.0,2017,0,27835.75,0.0,Medium Risk,9206.85,120k-200k,10-20
18000, 36 months,12.99,606.41,B,B5,MORTGAGE,46000.0,2014-02-01,Fully Paid,debt_consolidation,CT,23.53,0.0,1.0,19431.32,18000.0,1431.32,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1431.32,40k-80k,20-30
15000, 60 months,9.17,312.62,B,B2,MORTGAGE,70000.0,2015-08-01,Current,debt_consolidation,MI,15.94,0.0,0.0,13156.78,9761.71,3395.07,0.0,0.0,0.0,2015,0,5238.290000000001,0.0,Low Risk,3395.07,40k-80k,10-20
15000, 36 months,11.39,493.86,B,B3,MORTGAGE,65000.0,2017-03-01,Current,debt_consolidation,AZ,5.34,0.0,0.0,11349.29,8987.05,2362.24,0.0,0.0,0.0,2017,0,6012.950000000001,0.0,Medium Risk,2362.24,40k-80k,0-10
15000, 60 months,11.44,329.44,B,B4,MORTGAGE,130000.0,2016-11-01,Current,credit_card,OH,18.47,3.0,1.0,8885.35,5710.27,3175.08,0.0,0.0,0.0,2016,0,9289.73,0.0,Medium Risk,3175.08,120k-200k,10-20
6000, 36 months,11.53,197.95,B,B5,RENT,20000.0,2015-03-01,Fully Paid,debt_consolidation,CA,18.91,0.0,0.0,6992.5790277745,6000.0,992.58,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,992.58,<40k,10-20
25000, 60 months,20.0,662.35,D,D4,RENT,90000.0,2017-11-01,Current,credit_card,NE,22.22,1.0,0.0,9934.13,4145.66,5788.47,0.0,0.0,0.0,2017,0,20854.34,0.0,High Risk,5788.47,80k-120k,20-30
9600, 36 months,11.14,314.93,B,B2,OWN,45000.0,2013-03-01,Fully Paid,debt_consolidation,CA,15.33,0.0,0.0,10526.724030195,9600.0,926.72,0.0,0.0,0.0,2013,0,0.0,0.0,Medium Risk,926.72,40k-80k,10-20
10400, 36 months,7.49,323.46,A,A4,MORTGAGE,84000.0,2017-04-01,Fully Paid,debt_consolidation,PA,5.96,0.0,1.0,11369.03497387,10400.0,969.03,0.0,0.0,0.0,2017,0,0.0,0.0,Low Risk,969.03,80k-120k,0-10
18850, 36 months,18.99,690.88,D,D4,MORTGAGE,68000.0,2016-02-01,Fully Paid,credit_card,IL,3.65,0.0,0.0,22228.07,18850.0,3378.07,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,3378.07,40k-80k,0-10
35000, 36 months,25.82,1406.82,E,E4,RENT,85000.0,2017-11-01,Current,credit_card,AZ,27.06,0.0,2.0,21001.89,11430.04,9571.85,0.0,0.0,0.0,2017,0,23569.96,0.0,High Risk,9571.85,80k-120k,20-30
6000, 36 months,8.24,188.69,B,B1,OWN,125000.0,2017-02-01,Current,debt_consolidation,TX,9.12,0.0,2.0,4337.12,3661.25,675.87,0.0,0.0,0.0,2017,0,2338.75,0.0,Low Risk,675.87,120k-200k,0-10
7000, 36 months,13.67,238.13,C,C3,RENT,42000.0,2016-02-01,Fully Paid,major_purchase,VA,3.34,0.0,1.0,8136.2129007535,7000.0,1136.21,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,1136.21,40k-80k,0-10
10000, 36 months,6.72,307.5,A,A3,MORTGAGE,24000.0,2017-12-01,Current,credit_card,MT,18.4,0.0,0.0,4312.75,3652.08,660.67,0.0,0.0,0.0,2017,0,6347.92,0.0,Low Risk,660.67,<40k,10-20
25000, 36 months,14.31,858.21,C,C4,RENT,65000.0,2014-11-01,Fully Paid,debt_consolidation,NY,16.4,0.0,0.0,30823.5754335302,25000.0,5823.58,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,5823.58,40k-80k,10-20
10000, 60 months,11.44,219.63,B,B4,RENT,70000.0,2017-02-01,Current,other,TX,6.91,0.0,0.0,5258.41,3334.22,1924.19,0.0,0.0,0.0,2017,0,6665.780000000001,0.0,Medium Risk,1924.19,40k-80k,0-10
16475, 36 months,8.9,523.14,A,A5,MORTGAGE,75000.0,2013-11-01,Fully Paid,debt_consolidation,CA,16.14,0.0,0.0,18231.3300059676,16475.0,1756.33,0.0,0.0,0.0,2013,0,0.0,0.0,Low Risk,1756.33,40k-80k,10-20
18000, 60 months,15.61,434.01,C,C5,MORTGAGE,115000.0,2014-04-01,Fully Paid,debt_consolidation,MA,8.38,1.0,1.0,24294.7570514569,18000.0,6294.76,0.0,0.0,1.0,2014,0,0.0,0.0,High Risk,6294.76,80k-120k,0-10
10000, 36 months,11.99,332.1,C,C1,RENT,45000.0,2016-05-01,Current,debt_consolidation,NV,26.99,0.0,0.0,10942.65,9023.48,1919.17,0.0,0.0,0.0,2016,0,976.5200000000004,0.0,Medium Risk,1919.17,40k-80k,20-30
9500, 36 months,11.99,315.5,B,B3,RENT,91000.0,2013-10-01,Fully Paid,debt_consolidation,NY,5.57,0.0,0.0,11185.5199978076,9500.0,1685.52,0.0,0.0,0.0,2013,0,0.0,0.0,Medium Risk,1685.52,80k-120k,0-10
15000, 36 months,7.91,469.43,A,A5,MORTGAGE,76000.0,2016-01-01,Fully Paid,debt_consolidation,VA,20.75,2.0,0.0,16892.604584113,15000.0,1892.6,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,1892.6,40k-80k,20-30
14000, 36 months,15.05,485.66,C,C4,MORTGAGE,60000.0,2017-07-01,Current,home_improvement,NC,21.03,1.0,2.0,9233.76,6606.19,2627.57,0.0,0.0,0.0,2017,0,7393.81,0.0,High Risk,2627.57,40k-80k,20-30
8000, 36 months,15.05,277.52,C,C4,MORTGAGE,64000.0,2017-08-01,Fully Paid,home_improvement,UT,21.96,2.0,0.0,8200.8966567184,8000.0,200.9,0.0,0.0,0.0,2017,0,0.0,0.0,High Risk,200.9,40k-80k,20-30
3600, 36 months,13.33,121.88,C,C3,OWN,25000.0,2015-05-01,Fully Paid,debt_consolidation,OH,31.88,2.0,0.0,4377.0586230444,3600.0,777.06,0.0,0.0,1.0,2015,0,0.0,0.0,Medium Risk,777.06,<40k,30-40
11100, 36 months,17.1,396.3,C,C5,OWN,32000.0,2013-11-01,Charged Off,debt_consolidation,MA,11.7,0.0,0.0,5100.34,2814.22,1545.08,0.0,741.04,0.0,2013,1,8285.78,7544.740000000001,High Risk,-5999.660000000001,<40k,10-20
7650, 36 months,7.24,237.06,A,A3,MORTGAGE,62000.0,2016-11-01,Current,home_improvement,MD,30.74,1.0,0.0,6397.54,5579.8,817.74,0.0,0.0,0.0,2016,0,2070.2,0.0,Low Risk,817.74,40k-80k,30-40
30000, 60 months,13.33,687.68,C,C3,MORTGAGE,100000.0,2015-10-01,Fully Paid,debt_consolidation,WA,18.31,0.0,0.0,33707.07,30000.0,3707.07,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,3707.07,80k-120k,10-20
25000, 36 months,6.99,771.82,A,A2,MORTGAGE,76320.0,2016-10-01,Current,home_improvement,VA,20.36,0.0,2.0,21601.25,18984.46,2616.79,0.0,0.0,0.0,2016,0,6015.540000000001,0.0,Low Risk,2616.79,40k-80k,20-30
3800, 36 months,7.07,117.46,A,A2,RENT,36000.0,2017-11-01,Current,debt_consolidation,CA,3.2,0.0,0.0,1860.41,1595.36,265.05,0.0,0.0,0.0,2017,0,2204.6400000000003,0.0,Low Risk,265.05,<40k,0-10
12800, 36 months,10.75,417.55,B,B4,RENT,50000.0,2016-02-01,Current,debt_consolidation,MN,17.9,0.0,0.0,15035.91,12797.78,2238.13,0.0,0.0,0.0,2016,0,2.219999999999345,0.0,Low Risk,2238.13,40k-80k,10-20
21000, 60 months,14.47,493.77,C,C2,OWN,135000.0,2014-01-01,Charged Off,debt_consolidation,NY,9.18,2.0,2.0,14009.21,7294.44,5543.56,0.0,1171.21,0.0,2014,1,13705.560000000001,12534.350000000002,Medium Risk,-6990.790000000002,120k-200k,0-10
12000, 60 months,26.3,361.42,E,E5,MORTGAGE,35000.0,2017-06-01,Current,debt_consolidation,IN,59.12,0.0,0.0,7210.87,2437.52,4773.35,0.0,0.0,0.0,2017,0,9562.48,0.0,High Risk,4773.35,<40k,40+
15000, 60 months,7.39,299.79,A,A4,RENT,43566.0,2016-05-01,Fully Paid,debt_consolidation,CA,18.57,0.0,0.0,17211.4427538284,15000.0,2211.44,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,2211.44,40k-80k,10-20
2000, 36 months,16.78,71.09,C,C5,RENT,95000.0,2013-09-01,Fully Paid,debt_consolidation,VA,25.84,6.0,0.0,2559.0853829254,2000.0,559.09,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,559.09,80k-120k,20-30
15000, 36 months,19.05,550.22,D,D4,RENT,43000.0,2013-04-01,Charged Off,credit_card,NY,17.19,0.0,0.0,7703.08,4839.93,2846.45,0.0,16.7,0.0,2013,1,10160.07,10143.369999999999,High Risk,-7296.919999999999,40k-80k,10-20
6300, 36 months,15.05,218.55,C,C4,RENT,25602.0,2017-06-01,Current,debt_consolidation,NY,21.94,0.0,2.0,4555.31,3328.71,1226.6,0.0,0.0,0.0,2017,0,2971.29,0.0,High Risk,1226.6,<40k,20-30
6500, 36 months,9.49,208.19,B,B2,MORTGAGE,76000.0,2014-12-01,Fully Paid,home_improvement,AZ,18.73,1.0,2.0,7487.7325396264,6500.0,987.73,0.0,0.0,0.0,2014,0,0.0,0.0,Low Risk,987.73,40k-80k,10-20
7000, 36 months,12.79,235.16,C,C1,RENT,38000.0,2016-08-01,Current,debt_consolidation,CA,30.89,0.0,0.0,7044.85,5640.61,1404.24,0.0,0.0,0.0,2016,0,1359.3900000000003,0.0,Medium Risk,1404.24,<40k,30-40
29000, 36 months,6.49,888.69,A,A2,RENT,110000.0,2015-12-01,Fully Paid,major_purchase,NJ,7.79,0.0,0.0,31047.2039609438,29000.0,2047.2,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,2047.2,80k-120k,0-10
22800, 60 months,22.39,634.78,E,E1,RENT,70000.0,2016-07-01,Fully Paid,debt_consolidation,PA,10.51,0.0,0.0,24930.5740806248,22800.0,2130.57,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,2130.57,40k-80k,10-20
2500, 36 months,7.24,77.47,A,A3,MORTGAGE,80000.0,2017-03-01,Current,debt_consolidation,MS,7.61,0.0,1.0,1829.46,1586.87,242.59,0.0,0.0,0.0,2017,0,913.1300000000001,0.0,Low Risk,242.59,40k-80k,0-10
15000, 60 months,13.99,348.95,C,C3,MORTGAGE,120000.0,2016-12-01,Current,debt_consolidation,MA,15.03,3.0,0.0,9049.38,5251.37,3798.01,0.0,0.0,0.0,2016,0,9748.630000000001,0.0,Medium Risk,3798.01,80k-120k,10-20
21375, 60 months,20.0,566.31,D,D4,RENT,58000.0,2017-08-01,Charged Off,debt_consolidation,NY,6.27,0.0,2.0,5615.6,2265.36,3350.24,0.0,0.0,0.0,2017,1,19109.64,19109.64,High Risk,-15759.4,40k-80k,0-10
9500, 36 months,17.99,343.41,D,D2,MORTGAGE,53500.0,2017-03-01,Charged Off,debt_consolidation,CO,23.33,0.0,2.0,4806.03,2384.29,1411.04,0.0,1010.7,0.0,2017,1,7115.71,6105.01,High Risk,-4693.97,40k-80k,20-30
10000, 36 months,12.74,335.69,C,C1,MORTGAGE,90000.0,2017-01-01,Charged Off,debt_consolidation,TX,8.59,2.0,0.0,6077.41,4520.31,1557.1,0.0,0.0,1.0,2017,1,5479.69,5479.69,Medium Risk,-3922.5899999999997,80k-120k,0-10
16000, 60 months,10.99,347.8,B,B4,MORTGAGE,100000.0,2015-07-01,Fully Paid,credit_card,PA,17.23,0.0,0.0,19814.5134710144,16000.0,3814.51,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,3814.51,80k-120k,10-20
24000, 60 months,13.99,558.32,C,C3,MORTGAGE,75000.0,2016-06-01,Fully Paid,credit_card,NC,22.03,0.0,0.0,24765.43,24000.0,765.43,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,765.43,40k-80k,20-30
22400, 36 months,8.24,704.42,B,B1,MORTGAGE,114000.0,2017-01-01,Current,debt_consolidation,CA,8.83,0.0,0.0,17589.99,14961.45,2628.54,0.0,0.0,0.0,2017,0,7438.549999999999,0.0,Low Risk,2628.54,80k-120k,0-10
7200, 36 months,19.99,267.55,D,D4,MORTGAGE,50000.0,2017-01-01,Charged Off,debt_consolidation,CA,16.68,0.0,1.0,5103.62,1591.81,1075.69,0.0,2436.12,0.0,2017,1,5608.1900000000005,3172.0700000000006,High Risk,-2096.3800000000006,40k-80k,10-20
25000, 60 months,11.47,549.44,B,B5,MORTGAGE,75000.0,2016-03-01,Fully Paid,debt_consolidation,OH,24.62,0.0,1.0,28564.00192444,25000.0,3564.0,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,3564.0,40k-80k,20-30
3200, 36 months,13.49,108.58,C,C2,RENT,30000.0,2017-03-01,Fully Paid,other,CA,6.6,0.0,1.0,3208.3919999999,3200.0,8.39,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,8.39,<40k,0-10
16000, 60 months,12.62,360.95,C,C1,MORTGAGE,60000.0,2017-08-01,Current,major_purchase,OH,44.96,0.0,2.0,6124.93,3566.24,2558.69,0.0,0.0,0.0,2017,0,12433.76,0.0,Medium Risk,2558.69,40k-80k,40+
10000, 36 months,17.86,360.83,D,D5,RENT,30000.0,2015-03-01,Fully Paid,credit_card,TX,22.04,0.0,0.0,12955.4484070609,10000.0,2955.45,0.0,0.0,1.0,2015,0,0.0,0.0,High Risk,2955.45,<40k,20-30
12150, 60 months,23.43,345.53,F,F1,MORTGAGE,36000.0,2014-08-01,Fully Paid,debt_consolidation,PA,23.53,0.0,0.0,14125.03,12150.0,1975.03,0.0,0.0,0.0,2014,0,0.0,0.0,High Risk,1975.03,<40k,20-30
6500, 36 months,9.44,208.04,B,B1,MORTGAGE,75000.0,2017-11-01,Fully Paid,debt_consolidation,TX,13.12,0.0,0.0,6911.1509605613,6500.0,411.15,0.0,0.0,0.0,2017,0,0.0,0.0,Low Risk,411.15,40k-80k,10-20
35000, 36 months,19.03,1283.5,D,D3,MORTGAGE,96000.0,2017-06-01,Charged Off,debt_consolidation,NJ,24.35,0.0,0.0,17994.08,11319.35,6674.73,0.0,0.0,0.0,2017,1,23680.65,23680.65,High Risk,-17005.920000000002,80k-120k,20-30
21000, 36 months,11.47,692.2,B,B5,RENT,85000.0,2016-03-01,Fully Paid,debt_consolidation,MD,18.49,0.0,0.0,23806.664253243,21000.0,2806.66,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,2806.66,80k-120k,10-20
5850, 36 months,17.57,210.24,D,D4,OWN,44000.0,2015-10-01,Fully Paid,other,NE,29.51,1.0,0.0,7553.972903754,5850.0,1703.97,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,1703.97,40k-80k,20-30
